id,circ_mv,up_limit
603363.SH,702820.6353,10.59
603365.SH,403205.04,16.63
603366.SH,452244.4059,6.17
603367.SH,706026.496,17.25
603368.SH,866450.1247,26.31
603377.SH,554975.5188,8.47
603378.SH,396451.8939,10.18
603379.SH,1617769.4481,29.15
603380.SH,336124.314,23.05
603383.SH,936375.9212,61.0
603385.SH,290028.6018,8.59
603386.SH,331217.3984,11.17
603387.SH,680600.0198,14.76
603388.SH,285016.8755,9.63
603389.SH,135317.28,5.67
603390.SH,267282.1078,8.36
603396.SH,742283.2449,70.39
603398.SH,902156.6569,28.96
603399.SH,582226.0438,12.61
603408.SH,121123.4529,11.48
603416.SH,508827.2,39.82
603421.SH,577188.6022,9.74
603429.SH,479379.715,10.05
603439.SH,676562.2008,18.27
603458.SH,320036.8027,11.31
603466.SH,913608.7454,16.85
603477.SH,1349336.3318,30.81
603488.SH,209941.1264,7.91
603489.SH,1013627.753,92.84
603496.SH,393628.6482,18.93
603499.SH,187072.702,10.23
603500.SH,310418.1295,14.07
603505.SH,1543790.2841,39.18
603506.SH,226272.2237,13.26
603507.SH,516282.4451,39.99
603508.SH,692775.543,19.99
603511.SH,87971.53,17.78
603515.SH,1516562.4682,22.13
603517.SH,2338359.1302,42.26
603518.SH,376722.8858,11.94
603519.SH,361673.2054,14.94
603520.SH,575081.8472,18.47
603527.SH,292101.152,13.18
603528.SH,458744.5817,8.09
603529.SH,872512.6299,65.66
603530.SH,634994.8274,16.16
603535.SH,365720.8845,18.45
603536.SH,155325.7258,7.11
603538.SH,429493.7957,22.37
603551.SH,441869.013,12.18
603556.SH,1163068.0152,26.18
603558.SH,298147.6261,8.6
603565.SH,660338.347,16.72
603567.SH,1496780.1477,17.48
603569.SH,493107.3162,9.68
603577.SH,278755.3832,10.64
603578.SH,246006.9916,15.0
603579.SH,280032.4065,22.17
603580.SH,166216.3104,13.99
603583.SH,722921.6601,20.82
603585.SH,284403.1094,17.38
603586.SH,285452.8477,16.02
603587.SH,787388.8662,18.12
603588.SH,1418884.7283,10.51
603590.SH,556800.0,38.28
603595.SH,706165.3259,42.96
603599.SH,1806273.0685,30.61
603600.SH,284361.8816,10.34
603601.SH,432137.7505,4.65
603602.SH,245434.5536,13.24
603607.SH,247602.8016,15.26
603608.SH,182569.2503,4.79
603609.SH,925869.3019,11.08
603610.SH,231318.8291,12.22
603611.SH,557881.7246,22.97
603612.SH,821734.2469,20.76
603615.SH,192972.36,8.78
603616.SH,202506.408,5.84
603617.SH,319021.3829,9.16
603618.SH,398048.2669,6.34
603619.SH,672400.1681,18.49
603626.SH,360116.9188,7.14
603628.SH,399200.4,16.04
603629.SH,325052.0,19.65
603630.SH,337806.87,16.5
603633.SH,402187.1172,13.48
603636.SH,876146.8762,16.31
603637.SH,202253.0496,9.13
603638.SH,1438581.2058,18.88
603639.SH,649861.1688,21.22
603648.SH,326171.52,9.9
603650.SH,2049535.3418,37.95
603655.SH,276236.0,28.67
603656.SH,181846.5376,13.16
603657.SH,201196.8,16.47
603660.SH,301464.3888,6.71
603661.SH,475609.246,37.62
603662.SH,506617.0819,19.84
603663.SH,425218.3672,15.54
603665.SH,440432.3141,30.15
603666.SH,823305.2604,43.95
603667.SH,365733.0665,12.43
603669.SH,366388.9975,5.59
603676.SH,600313.698,15.39
603677.SH,224807.3942,12.71
603678.SH,1683670.2938,40.36
603679.SH,175550.4555,13.64
603680.SH,721021.2656,10.12
603681.SH,299119.4047,17.22
603682.SH,257040.0,5.98
603683.SH,206139.2256,10.56
603686.SH,418565.3272,11.08
603687.SH,351513.9745,9.22
603689.SH,404550.4526,9.46
603690.SH,1244427.6133,42.76
603693.SH,1027548.6,14.07
603696.SH,214737.6,10.04
603697.SH,417610.7847,15.04
603698.SH,793801.19,16.29
603699.SH,982020.282,14.42
603700.SH,280880.444,15.2
603701.SH,318077.4335,13.39
603703.SH,413276.24,15.22
603706.SH,280665.1821,16.3
603707.SH,2297616.5177,15.65
603708.SH,834728.2369,15.09
603709.SH,134400.0,18.48
603711.SH,907748.218,24.31
603712.SH,2347652.0,33.45
603713.SH,1517735.5552,102.08
603716.SH,191458.5011,10.46
603717.SH,202812.2218,7.69
603718.SH,645932.0,11.03
603719.SH,1291621.0,35.43
603721.SH,245700.0,20.79
603725.SH,154014.0,8.25
603726.SH,231507.0464,13.72
603727.SH,311581.5204,12.17
603728.SH,1706092.08,44.94
603730.SH,1575531.2827,18.4
603733.SH,1771998.1762,27.61
603738.SH,541740.812,21.6
603739.SH,328155.5441,14.29
603755.SH,340414.4268,37.97
603757.SH,473786.928,31.48
603758.SH,405009.6762,10.15
603759.SH,176306.5998,9.93
603766.SH,981593.0043,5.26
603767.SH,224742.295,8.04
603768.SH,304980.0,16.45
603773.SH,309324.0252,21.76
603776.SH,330918.5303,15.68
603777.SH,551285.1293,18.02
603778.SH,379928.5709,6.5
603779.SH,203309.7331,6.72
603786.SH,2181345.2,59.97
603787.SH,367200.0,19.8
603788.SH,250055.9412,12.33
603789.SH,215800.0,9.13
603797.SH,337620.2994,6.36
603798.SH,234400.0,12.89
603800.SH,508768.0,26.91
603801.SH,1062994.0221,37.5
603803.SH,303160.001,7.92
603808.SH,483511.6702,14.41
603809.SH,378088.1268,10.67
603810.SH,221495.4895,15.16
603811.SH,392297.6064,18.46
603813.SH,124827.492,15.47
603815.SH,467287.7974,8.31
603817.SH,321894.9197,6.84
603818.SH,349398.1187,6.62
603819.SH,325724.3598,16.46
603822.SH,228019.2296,32.65
603823.SH,471105.3392,16.39
603825.SH,379498.1549,16.48
603828.SH,185933.163,3.43
603829.SH,203840.0,14.01
603836.SH,130565.2259,16.75
603838.SH,159781.776,6.17
603839.SH,298610.6957,8.23
603843.SH,292442.5131,4.6
603848.SH,574633.0,15.76
603855.SH,950228.585,30.97
603856.SH,315902.7872,13.55
603858.SH,2347022.4927,23.34
603859.SH,692424.5603,45.73
603860.SH,220044.0,36.3
603861.SH,353218.4378,9.16
603863.SH,353635.2,19.01
603866.SH,1774088.5429,12.2
603867.SH,586123.12,34.76
603869.SH,491383.4948,10.71
603871.SH,1309127.2269,28.8
603876.SH,1727227.6607,39.04
603877.SH,1212861.1767,28.23
603878.SH,469689.3699,12.89
603879.SH,205185.6752,6.28
603881.SH,1100261.474,36.8
603883.SH,1966577.3833,37.15
603886.SH,468480.0,21.47
603887.SH,357900.0742,8.73
603889.SH,476435.8872,10.24
603890.SH,347280.0001,8.7
603895.SH,276468.64,28.14
603896.SH,867704.2704,48.4
603897.SH,386241.1592,20.58
603898.SH,320621.8629,11.33
603900.SH,221648.4698,7.16
603901.SH,661948.3636,15.07
603903.SH,190367.8306,10.35
603906.SH,1045395.9706,20.35
603908.SH,318778.2,52.58
603909.SH,312005.6968,17.12
603912.SH,472333.993,17.11
603915.SH,1166693.0234,19.62
603916.SH,622899.5993,16.3
603917.SH,326928.0,22.94
603919.SH,1266120.9525,27.46
603920.SH,845094.5447,17.47
603922.SH,300032.0,25.78
603926.SH,190143.279,10.04
603927.SH,2448600.0,45.38
603928.SH,224985.6,12.28
603929.SH,314065.92,16.19
603931.SH,359559.3883,34.24
603933.SH,236476.7568,12.69
603937.SH,228723.6,12.05
603938.SH,869377.5174,24.78
603948.SH,359520.0,24.72
603949.SH,310932.6402,16.3
603950.SH,180366.3251,16.09
603955.SH,233166.96,18.9
603956.SH,404714.5489,8.76
603958.SH,141267.84,7.08
603959.SH,469706.4343,10.54
603960.SH,453476.0224,19.17
603963.SH,242329.1,12.13
603966.SH,376911.822,13.81
603967.SH,341813.3761,10.85
603968.SH,353545.92,19.02
603969.SH,401042.75,5.27
603976.SH,288644.5703,21.0
603977.SH,554147.7106,9.81
603978.SH,284111.3973,18.83
603979.SH,1932840.5357,35.31
603980.SH,317100.0,4.98
603982.SH,134783.1625,18.05
603983.SH,1616030.0,44.33
603985.SH,910812.6342,22.73
603987.SH,593337.15,14.85
603988.SH,220147.2,10.3
603989.SH,846532.2033,23.23
603990.SH,356763.8364,18.3
603991.SH,260127.143,38.39
603992.SH,613146.0025,16.82
603995.SH,415490.8353,27.94
603997.SH,1438203.1026,14.05
603998.SH,522186.5395,13.38
603999.SH,451584.0,8.62
605001.SH,161074.9229,7.4
605003.SH,51672.5,20.67
605005.SH,76338.1279,16.38
605006.SH,228552.5776,8.87
605007.SH,140852.5079,18.69
605008.SH,301900.7962,16.37
605009.SH,258795.6632,55.11
605011.SH,182013.3,16.53
605016.SH,260349.796,32.1
605018.SH,94234.2438,11.09
605020.SH,490912.2321,43.43
605028.SH,66960.0,18.41
605033.SH,59217.6,19.27
605050.SH,188314.5,13.67
605055.SH,56301.0524,6.26
605056.SH,195799.8257,13.78
605058.SH,84903.5731,21.76
605060.SH,211425.6,28.13
605066.SH,196304.89,9.46
605068.SH,112122.0221,23.43
605069.SH,77680.8596,10.15
605077.SH,384426.6708,27.79
605080.SH,142328.6988,46.56
605081.SH,141864.6397,18.27
605086.SH,99439.488,21.38
605088.SH,128436.2665,17.96
605090.SH,581973.9274,24.64
605098.SH,173142.2822,43.33
605099.SH,86033.14,23.61
605100.SH,116169.984,16.63
605108.SH,273380.4445,36.83
605111.SH,950701.3528,47.96
605116.SH,197503.8848,28.09
605117.SH,1891784.6486,256.16
605118.SH,50972.3084,13.44
605122.SH,88539.066,16.6
605123.SH,564670.7815,113.72
605128.SH,147194.59,38.82
605136.SH,286308.1185,16.06
605138.SH,257480.419,9.53
605151.SH,111826.7226,19.37
605155.SH,64447.712,15.14
605158.SH,105204.177,8.02
605162.SH,85809.7377,9.31
605166.SH,194932.0702,11.43
605167.SH,195590.9751,9.67
605168.SH,608270.4067,150.29
605169.SH,72700.16,11.31
605177.SH,119979.2201,23.49
605178.SH,129070.5799,22.87
605179.SH,65636.0,11.84
605180.SH,57071.625,16.8
605183.SH,238813.7182,19.37
605186.SH,289048.653,47.72
605188.SH,45888.7985,8.36
605189.SH,82411.3294,21.79
605196.SH,227033.6397,7.71
605198.SH,146388.0779,19.23
605199.SH,149811.907,17.66
605208.SH,158533.821,13.45
605218.SH,116587.6,14.53
605222.SH,225516.9244,23.17
605228.SH,86473.7214,9.67
605255.SH,47933.6,15.73
605258.SH,85443.19,24.87
605259.SH,136161.67,39.05
605266.SH,452896.0965,85.22
605268.SH,69917.2,10.34
605277.SH,122780.6537,17.27
605286.SH,142368.0,32.63
605287.SH,156122.3839,27.34
605288.SH,68317.8003,42.46
605289.SH,129308.55,28.11
605296.SH,156493.4453,26.05
605298.SH,58901.7,15.1
605299.SH,133195.5388,12.9
605300.SH,127588.2409,24.38
605303.SH,76075.0002,12.31
605305.SH,350126.7,36.25
605318.SH,51627.5783,14.5
605319.SH,102550.0,16.12
605333.SH,147715.8137,16.52
605336.SH,96183.0305,18.05
605337.SH,305124.3602,28.27
605338.SH,220662.5446,28.14
605339.SH,148868.6451,24.16
605358.SH,2016418.6632,44.14
605365.SH,84584.0975,16.25
605366.SH,265825.6072,13.9
605368.SH,224418.7232,9.94
605369.SH,167421.015,65.22
605376.SH,573804.066,36.06
605377.SH,338879.1201,22.12
605378.SH,71314.26,23.53
605388.SH,188609.2409,14.73
605389.SH,83225.0947,26.87
605398.SH,93442.2223,38.08
605399.SH,223013.7342,28.85
605488.SH,66076.5,16.71
605499.SH,1305547.76,188.94
605500.SH,78735.26,11.36
605507.SH,684909.3622,24.97
605555.SH,188911.5786,21.44
605566.SH,136099.2188,24.04
605567.SH,164001.3424,14.6
605577.SH,259001.1119,15.13
605580.SH,71625.554,11.01
605588.SH,81726.2468,38.92
605589.SH,1162750.319,20.79
605598.SH,225314.0388,47.08
605599.SH,708120.1046,13.28
688001.SH,1554734.2207,45.23
688002.SH,2225317.5,59.7
688003.SH,694693.168,42.82
688004.SH,137499.2973,41.41
688005.SH,1831127.123,78.32
688006.SH,2042999.0388,56.86
688007.SH,956268.9695,25.1
688010.SH,359215.2206,28.18
688011.SH,134601.472,29.18
688013.SH,82032.5088,25.06
688015.SH,364046.4859,23.24
688016.SH,1191166.3547,198.59
688018.SH,1035458.461,153.91
688019.SH,1700582.8346,273.18
688020.SH,398967.027,59.69
688021.SH,201787.4378,31.33
688023.SH,1511732.6033,230.14
688025.SH,543014.7234,69.46
688026.SH,273560.1172,23.45
688028.SH,268544.0387,34.1
688029.SH,1628637.1487,104.04
688030.SH,386590.9304,25.74
688033.SH,1060425.0889,22.67
688035.SH,160911.8379,62.7
688037.SH,2287489.2185,296.38
688038.SH,111300.8122,16.7
688039.SH,444632.144,66.43
688045.SH,84649.7641,66.35
688046.SH,310762.4949,25.33
688047.SH,451328.0,165.12
688048.SH,408153.2254,103.37
688049.SH,281280.3598,37.64
688050.SH,1525482.606,262.8
688051.SH,260074.242,40.36
688053.SH,119746.0747,62.77
688055.SH,751990.0278,5.0
688056.SH,108198.2088,49.1
688057.SH,213232.184,18.28
688058.SH,324016.0,69.43
688059.SH,280498.0656,133.2
688060.SH,143451.3414,65.18
688061.SH,119310.1785,78.36
688062.SH,451910.5011,26.94
688065.SH,1497602.8706,68.18
688066.SH,1635826.9082,105.74
688067.SH,80535.1197,24.06
688068.SH,402076.9553,52.42
688069.SH,143065.098,33.66
688070.SH,156590.4,48.96
688071.SH,191049.2202,56.26
688073.SH,163729.872,140.77
688075.SH,142674.5166,78.59
688076.SH,420629.3881,35.1
688077.SH,167950.128,44.74
688078.SH,313632.72,52.7
688079.SH,177582.2841,11.96
688080.SH,315329.951,71.98
688081.SH,176640.0,28.8
688082.SH,745389.4536,119.76
688083.SH,968236.484,236.52
688084.SH,130643.8936,89.8
688085.SH,673083.213,35.76
688087.SH,238319.0,40.02
688088.SH,1453480.0,42.96
688089.SH,198900.6948,36.59
688090.SH,182336.712,32.56
688091.SH,833651.7835,87.29
688092.SH,69332.2752,30.84
688093.SH,110427.5827,21.22
688096.SH,144066.1864,16.01
688097.SH,147260.0,35.52
688098.SH,310857.508,9.08
688100.SH,1376500.0,33.04
688101.SH,444394.28,15.97
688102.SH,329978.0329,17.35
688105.SH,576315.8543,41.5
688106.SH,671899.1472,30.53
688107.SH,951964.9897,60.12
688108.SH,399750.0,11.7
688109.SH,97956.6263,44.05
688110.SH,731960.619,34.69
688112.SH,243187.319,98.62
688113.SH,188488.804,55.06
688114.SH,277573.0592,98.8
688115.SH,92461.1426,37.87
688116.SH,1217480.3278,62.83
688117.SH,146311.16,37.92
688118.SH,218752.2,27.52
688119.SH,110092.5,8.39
688120.SH,850620.3443,406.78
688121.SH,503983.7028,43.39
688123.SH,778029.2541,77.22
688125.SH,91352.3815,53.7
688127.SH,286644.2688,20.11
688128.SH,1187207.5,35.22
688129.SH,54936.18,15.91
688130.SH,65664.1235,50.87
688131.SH,644435.2045,128.26
688132.SH,84160.9629,28.98
688133.SH,666702.803,134.88
688135.SH,250420.9334,33.8
688136.SH,129896.1901,23.29
688137.SH,97237.7938,68.72
688138.SH,567216.8,25.51
688139.SH,2122968.8959,80.12
688141.SH,197523.282,47.93
688143.SH,71411.9063,44.64
688146.SH,259351.3049,52.68
688147.SH,167684.9662,53.53
688148.SH,429737.3465,13.48
688150.SH,300167.6653,24.43
688151.SH,202519.3065,24.41
688152.SH,207868.9028,210.71
688153.SH,520110.6704,69.35
688155.SH,159361.3144,57.5
688156.SH,232387.6656,39.12
688157.SH,258916.2936,88.52
688158.SH,681314.9046,23.0
688159.SH,186017.6954,24.35
688160.SH,98644.4685,42.71
688161.SH,381801.5312,61.08
688162.SH,179855.0153,45.67
688163.SH,97717.4764,27.38
688165.SH,319952.0207,11.83
688166.SH,875760.848,25.63
688168.SH,266261.5509,41.88
688170.SH,255082.84,46.56
688171.SH,71517.0557,25.61
688172.SH,264534.6528,26.53
688173.SH,350628.1979,24.96
688175.SH,103013.7843,39.29
688176.SH,350523.2939,17.99
688177.SH,1041825.28,30.19
688178.SH,156651.0265,22.12
688179.SH,238248.3715,38.88
688180.SH,2200195.1318,61.03
688181.SH,325596.4223,40.5
688182.SH,162048.0,20.26
688183.SH,326531.001,12.71
688184.SH,88650.8058,37.4
688185.SH,631191.2535,112.52
688186.SH,743412.8,41.64
688187.SH,995712.1193,56.94
688189.SH,274596.0,16.81
688190.SH,405543.528,88.3
688191.SH,97894.1639,16.06
688192.SH,178170.0454,55.1
688193.SH,126320.8847,50.94
688195.SH,220067.76,32.27
688196.SH,148830.0,59.53
688197.SH,282652.4239,66.97
688198.SH,1489549.3437,131.75
688200.SH,2178024.9288,286.98
688201.SH,267375.1215,51.01
688202.SH,1099956.6336,168.32
688203.SH,68593.7106,17.05
688205.SH,144752.64,74.4
688206.SH,398597.0475,32.88
688207.SH,467826.3971,44.92
688208.SH,1428820.5098,37.94
688210.SH,164837.168,27.12
688211.SH,274960.3079,51.54
688212.SH,583127.798,77.88
688213.SH,182733.672,68.51
688215.SH,52685.411,39.68
688216.SH,100530.0405,28.4
688217.SH,150067.8198,49.3
688218.SH,188708.7114,19.22
688219.SH,284609.9982,10.72
688221.SH,232468.2929,13.56
688222.SH,656313.84,19.66
688223.SH,2252040.0,13.79
688225.SH,239508.5936,26.33
688226.SH,140671.208,20.51
688227.SH,153278.8357,29.65
688228.SH,316265.6358,56.53
688229.SH,115845.51,66.0
688230.SH,117514.53,69.23
688231.SH,147644.5234,33.48
688232.SH,447014.2115,55.27
688233.SH,559360.0,41.95
688234.SH,1124470.6203,96.19
688235.SH,1624985.2422,176.54
688236.SH,257844.0192,39.79
688237.SH,82770.0575,52.79
688238.SH,372902.6837,20.02
688239.SH,672519.4999,79.9
688244.SH,94540.7035,114.0
688246.SH,418934.3714,50.34
688247.SH,55004.221,15.32
688248.SH,319230.912,47.11
688249.SH,665091.2813,0.0
688251.SH,37473.363,31.86
688252.SH,76953.235,25.6
688253.SH,70728.4785,28.4
688255.SH,174963.2633,42.68
688257.SH,235427.5,42.0
688259.SH,299773.2888,63.01
688260.SH,94477.2526,16.64
688261.SH,714202.669,222.01
688262.SH,1050738.2067,67.38
688265.SH,197346.5349,48.65
688266.SH,761130.5748,63.7
688267.SH,149042.3767,27.92
688268.SH,892693.6704,89.04
688269.SH,376002.732,74.64
688270.SH,477763.641,92.64
688271.SH,730550.0,175.33
688273.SH,94355.2363,48.36
688275.SH,287380.6139,173.7
688276.SH,1577518.4683,81.06
688277.SH,486770.8842,19.52
688278.SH,1767546.0,52.14
688279.SH,427561.3357,93.07
688280.SH,345522.1476,9.11
688281.SH,602001.4709,319.18
688282.SH,218936.52,73.72
688283.SH,271655.2795,64.14
688285.SH,84478.275,11.34
688286.SH,164597.0588,55.44
688287.SH,180085.815,14.8
688288.SH,220154.5605,26.33
688289.SH,642924.0332,22.09
688290.SH,295284.0443,78.79
688291.SH,65274.2681,32.12
688292.SH,155372.8976,51.6
688293.SH,145915.434,98.94
688295.SH,448769.7682,42.83
688296.SH,98607.8083,20.16
688297.SH,635070.8666,59.16
688298.SH,919296.0,65.66
688299.SH,421645.8521,17.64
688300.SH,797833.152,76.8
688301.SH,1527754.2818,318.11
688302.SH,150580.416,76.02
688303.SH,1967349.2953,46.62
688305.SH,457776.8866,105.55
688306.SH,218145.7094,5.74
688307.SH,52391.788,34.45
688308.SH,337587.85,61.5
688309.SH,95629.1564,25.52
688310.SH,305148.7299,43.64
688311.SH,434368.9811,77.65
688312.SH,110430.1339,19.07
688313.SH,391301.4442,14.46
688314.SH,118681.0235,39.92
688315.SH,355660.725,38.83
688317.SH,309331.975,30.0
688318.SH,1510862.206,194.24
688319.SH,560095.5921,23.5
688320.SH,272102.5313,38.58
688321.SH,954622.2747,27.86
688322.SH,92494.9768,34.09
688323.SH,197715.8375,24.28
688325.SH,123400.5078,48.11
688326.SH,725516.7754,149.76
688328.SH,94965.8868,23.69
688329.SH,145575.238,38.26
688330.SH,270725.5743,56.8
688331.SH,971089.8086,72.72
688332.SH,200353.5,82.62
688333.SH,1397710.0167,146.87
688335.SH,166452.1114,28.85
688336.SH,159422.623,20.63
688337.SH,250051.1946,102.26
688338.SH,258714.4842,63.37
688339.SH,641380.1861,94.64
688345.SH,90468.75,45.0
688349.SH,483492.0199,41.87
688350.SH,101843.7846,19.49
688351.SH,125145.6033,22.8
688352.SH,194609.1596,15.43
688353.SH,144538.2818,45.23
688355.SH,95655.5791,30.49
688356.SH,442307.6958,146.32
688357.SH,570005.133,115.06
688360.SH,113854.5829,32.38
688362.SH,154260.0935,40.61
688365.SH,719795.0,21.54
688366.SH,1257011.6,109.46
688367.SH,105984.7674,19.74
688368.SH,850144.5867,162.18
688370.SH,91300.9373,44.23
688371.SH,133358.478,20.44
688372.SH,210041.107,134.42
688373.SH,108076.8,10.39
688375.SH,253575.6974,94.81
688376.SH,103283.8647,40.16
688377.SH,286223.868,31.25
688378.SH,406031.9756,72.84
688379.SH,80694.9271,20.77
688380.SH,162455.3276,34.33
688382.SH,205999.7045,23.53
688385.SH,1594829.0925,61.74
688386.SH,199202.4185,50.47
688387.SH,371853.6143,9.23
688388.SH,1122168.7296,45.78
688389.SH,1073735.1509,30.28
688391.SH,118659.2747,111.61
688393.SH,142646.118,28.26
688395.SH,81723.6403,25.09
688399.SH,369188.76,75.58
688400.SH,267785.0361,36.77
688401.SH,132231.2333,53.33
688403.SH,137712.6752,13.52
688408.SH,522182.6269,85.79
688409.SH,418354.4967,107.38
688410.SH,169520.5779,61.2
688416.SH,102625.2604,65.4
688418.SH,245589.1604,22.22
688419.SH,74024.475,45.61
688420.SH,82943.2348,49.06
688425.SH,815359.2942,6.78
688426.SH,77625.4634,44.5
688428.SH,310135.7325,15.36
688432.SH,224293.641,18.36
688433.SH,85697.5631,29.76
688435.SH,186745.5848,127.2
688439.SH,478309.3389,128.14
688448.SH,40568.1104,28.76
688455.SH,54061.7163,16.09
688456.SH,194836.4688,36.3
688459.SH,88433.887,12.16
688466.SH,85026.805,22.12
688468.SH,280224.9939,12.23
688475.SH,398929.588,57.14
688478.SH,123916.5949,52.02
688480.SH,48722.4429,30.3
688484.SH,214958.1318,47.1
688485.SH,49030.583,18.38
688486.SH,117018.3643,94.42
688488.SH,266439.2952,14.82
688489.SH,171732.0819,126.82
688496.SH,100111.1422,15.31
688498.SH,269599.7073,255.34
688499.SH,375047.9196,111.19
688501.SH,134698.5276,26.21
688502.SH,213258.1438,212.17
688503.SH,237648.7137,120.07
688505.SH,256821.8457,11.47
688506.SH,283782.2867,103.0
688508.SH,519568.2605,81.22
688509.SH,187769.8078,5.99
688510.SH,302244.7883,21.84
688511.SH,130657.6056,38.44
688513.SH,341761.38,67.46
688516.SH,1246250.5112,198.13
688517.SH,198248.1238,28.56
688518.SH,665825.5462,31.76
688519.SH,182073.1256,23.77
688520.SH,609070.952,73.56
688521.SH,1659287.4186,95.64
688522.SH,180330.6355,59.86
688526.SH,304059.6715,29.2
688528.SH,49486.431,11.44
688529.SH,108156.097,27.6
688531.SH,269239.9898,185.87
688533.SH,173640.0,52.09
688535.SH,83036.3886,60.64
688536.SH,1523564.1065,278.6
688538.SH,1498733.5989,3.16
688539.SH,102973.3473,43.78
688550.SH,309458.4261,50.99
688551.SH,365887.925,82.61
688556.SH,1099960.0431,77.71
688557.SH,144011.7276,39.13
688559.SH,562686.1013,51.66
688560.SH,269417.8065,35.8
688565.SH,74851.2765,9.4
688566.SH,231549.1272,34.42
688567.SH,1733118.2345,25.61
688568.SH,1008263.99,91.74
688569.SH,510866.796,46.56
688571.SH,149766.4,9.6
688575.SH,439598.3954,20.0
688577.SH,79106.1421,49.73
688578.SH,553950.2196,32.15
688579.SH,457428.1824,19.49
688580.SH,175104.4222,84.84
688585.SH,66276.8394,9.5
688586.SH,458238.8103,21.71
688588.SH,387199.4215,18.3
688589.SH,228669.2483,48.42
688590.SH,232495.9049,17.34
688595.SH,266904.4738,40.4
688596.SH,846504.7229,45.84
688597.SH,166067.1739,15.67
688598.SH,1261675.4191,191.7
688600.SH,186520.4654,32.52
688601.SH,315459.76,81.44
688607.SH,135744.9241,24.49
688609.SH,271245.0015,9.9
688611.SH,69148.3,59.38
688613.SH,250279.5718,28.99
688616.SH,62966.61,13.48
688617.SH,1577607.5022,420.84
688618.SH,148704.9253,104.63
688619.SH,139027.6194,18.64
688621.SH,496092.377,104.57
688622.SH,133227.9014,42.11
688625.SH,336574.8478,50.1
688626.SH,226627.9808,51.79
688630.SH,495220.3012,85.39
688633.SH,94297.336,47.28
688636.SH,230043.3856,92.06
688639.SH,1039691.8586,178.5
688655.SH,90120.1536,15.7
688656.SH,61976.1817,41.18
688658.SH,423726.3515,24.85
688659.SH,116995.9504,15.96
688660.SH,292810.7033,6.79
688662.SH,204718.3633,45.3
688663.SH,278187.2676,38.63
688665.SH,177550.45,98.87
688667.SH,161894.7286,83.04
688668.SH,180291.8236,65.11
688669.SH,106369.8565,27.25
688670.SH,171461.1137,67.14
688676.SH,584631.6415,36.54
688677.SH,482675.7,107.64
688678.SH,145393.359,19.39
688679.SH,87803.5119,17.65
688680.SH,627520.7044,144.6
688681.SH,95766.0837,17.5
688682.SH,249098.6007,96.59
688683.SH,126349.81,26.22
688685.SH,104638.7429,22.74
688686.SH,478264.496,168.05
688687.SH,301402.35,30.6
688689.SH,85410.6272,27.62
688690.SH,835108.0281,49.68
688696.SH,687433.1035,180.62
688697.SH,188527.577,29.16
688698.SH,119700.0,31.92
688699.SH,266389.2374,61.02
688701.SH,57359.9977,10.49
688707.SH,899768.3622,38.74
688711.SH,776703.3336,84.07
688718.SH,90220.9756,19.88
688722.SH,213308.8524,20.94
688728.SH,1681906.0223,18.23
688733.SH,461212.351,39.08
688737.SH,178805.9628,47.5
688739.SH,630515.702,40.27
688766.SH,438127.0883,181.68
688767.SH,126634.6992,38.86
688768.SH,384690.9443,141.82
688772.SH,1295442.0441,20.54
688776.SH,297206.0085,149.56
688778.SH,586168.9899,74.51
688779.SH,1135239.8109,13.44
688786.SH,216747.4252,49.72
688788.SH,258664.3191,47.29
688789.SH,554752.0637,162.31
688793.SH,107209.2384,55.57
688798.SH,825349.161,104.05
688799.SH,210963.782,45.77
688800.SH,543836.8981,87.26
688819.SH,454746.6,41.69
