id,circ_mv,up_limit
002657.SZ,508126.5844,18.8
002659.SZ,284733.0468,5.32
002660.SZ,226748.9162,9.7
002661.SZ,389243.0204,12.9
002662.SZ,490493.8197,3.6
002664.SZ,517627.2708,14.32
002666.SZ,213996.4234,5.24
002667.SZ,366245.3847,17.45
002668.SZ,765382.6682,7.77
002669.SZ,343001.3404,12.98
002670.SZ,1342510.9743,9.1
002671.SZ,193580.7759,4.65
002672.SZ,430497.651,6.97
002674.SZ,326130.4501,12.42
002675.SZ,1101476.0144,16.42
002676.SZ,279346.3556,4.27
002677.SZ,470950.9663,12.03
002678.SZ,815902.2432,6.61
002679.SZ,261217.648,12.19
002681.SZ,576809.2571,5.01
002683.SZ,1844815.8426,30.87
002685.SZ,296243.2688,4.0
002686.SZ,242870.8882,6.82
002687.SZ,192643.5944,5.27
002688.SZ,384446.543,5.52
002689.SZ,415277.8131,4.39
002690.SZ,1074789.5881,26.58
002691.SZ,194752.8825,6.31
002693.SZ,252901.2484,6.8
002694.SZ,270358.4232,5.52
002695.SZ,547008.4312,12.96
002696.SZ,215217.6829,6.83
002697.SZ,659570.76,6.73
002698.SZ,1164091.6927,15.93
002701.SZ,1244300.6091,5.32
002702.SZ,209296.01,5.96
002703.SZ,436917.6583,8.69
002705.SZ,1294505.7029,17.3
002706.SZ,1019406.7329,12.31
002707.SZ,600415.947,8.29
002708.SZ,227401.322,6.33
002713.SZ,326224.8883,8.87
002715.SZ,174846.0,13.94
002716.SZ,658681.9003,3.32
002717.SZ,479843.4772,3.64
002718.SZ,90914.3724,16.26
002719.SZ,152312.796,10.35
002722.SZ,240228.8193,15.06
002723.SZ,311803.8647,11.12
002724.SZ,206215.1475,9.34
002725.SZ,168951.6425,9.39
002726.SZ,900465.8201,9.2
002727.SZ,1128967.1116,31.13
002728.SZ,350513.9028,24.12
002729.SZ,317057.3674,19.88
002730.SZ,310388.8024,9.87
002731.SZ,307398.9079,14.14
002732.SZ,334627.6705,23.6
002733.SZ,600535.5747,18.08
002734.SZ,306223.2085,10.36
002735.SZ,258942.4171,20.85
002737.SZ,1535920.0,28.93
002743.SZ,251998.9672,6.38
002745.SZ,855588.4277,9.79
002746.SZ,616708.6413,9.56
002747.SZ,1864918.6726,26.16
002748.SZ,240240.0,11.01
002749.SZ,395570.2639,10.87
002750.SZ,378663.1897,10.46
002752.SZ,473052.1366,5.34
002753.SZ,176753.3404,8.01
002755.SZ,1002403.7021,11.88
002757.SZ,401519.1605,15.79
002758.SZ,263552.5748,13.64
002759.SZ,580260.5381,15.87
002761.SZ,1808000.6439,18.39
002762.SZ,200103.65,10.95
002763.SZ,161485.7797,9.55
002765.SZ,289217.8242,7.5
002766.SZ,388633.5686,5.71
002767.SZ,165220.189,13.97
002768.SZ,437273.5624,27.21
002769.SZ,284532.902,9.42
002771.SZ,206476.0374,13.45
002772.SZ,394949.7451,11.19
002773.SZ,1208651.6208,19.25
002774.SZ,201474.9773,7.87
002775.SZ,174073.6616,4.29
002777.SZ,1398186.0825,38.57
002778.SZ,170163.5012,15.0
002779.SZ,297507.5268,27.63
002780.SZ,159788.2937,13.45
002782.SZ,719920.4213,16.7
002783.SZ,284864.9194,9.12
002786.SZ,271761.6,6.05
002787.SZ,164946.2105,7.83
002788.SZ,377097.7371,10.93
002789.SZ,193773.4457,16.51
002790.SZ,217775.1919,9.19
002791.SZ,1115276.8996,74.81
002792.SZ,341171.7494,15.53
002793.SZ,709957.8536,7.48
002796.SZ,234849.6482,11.14
002798.SZ,202916.0597,7.62
002799.SZ,305418.9096,13.33
002801.SZ,262293.1155,24.92
002802.SZ,195966.0651,15.48
002803.SZ,610909.5991,24.06
002805.SZ,438028.0437,31.3
002806.SZ,162394.1782,11.98
002809.SZ,139038.0252,11.13
002810.SZ,615160.5517,21.38
002811.SZ,193796.8918,8.62
002813.SZ,361597.6107,33.7
002815.SZ,501910.0975,12.72
002817.SZ,247403.5186,9.38
002818.SZ,421878.7861,15.55
002820.SZ,198331.4797,10.89
002822.SZ,301214.0165,5.09
002823.SZ,159310.8981,10.3
002824.SZ,350579.9146,29.45
002825.SZ,221050.8035,13.3
002826.SZ,184762.4572,11.59
002827.SZ,311328.0,12.41
002828.SZ,159805.3925,9.08
002829.SZ,366283.0839,39.25
002830.SZ,80624.115,13.27
002831.SZ,1284750.7719,27.16
002832.SZ,1329084.6033,37.54
002833.SZ,444853.0976,19.16
002835.SZ,205560.3735,17.77
002836.SZ,183552.0,10.52
002837.SZ,1257976.2875,39.17
002840.SZ,749546.5491,17.82
002842.SZ,177116.9332,9.02
002843.SZ,339105.9533,17.62
002845.SZ,289739.606,14.23
002847.SZ,1494752.2231,142.57
002848.SZ,145292.056,9.91
002849.SZ,198116.365,20.01
002851.SZ,1342191.4307,35.97
002852.SZ,384350.1639,15.27
002853.SZ,198551.4655,19.09
002855.SZ,214365.0937,9.58
002856.SZ,107860.3173,11.09
002857.SZ,244480.0,21.01
002859.SZ,1035195.0906,28.51
002860.SZ,281099.2351,14.1
002861.SZ,114068.7527,11.44
002863.SZ,281357.9401,6.2
002864.SZ,278565.7905,47.41
002865.SZ,1772077.3593,100.5
002866.SZ,495546.5911,30.18
002867.SZ,1826912.0342,18.55
002868.SZ,512788.6778,37.13
002869.SZ,358276.4052,26.07
002871.SZ,130071.9074,12.08
002873.SZ,327263.3815,16.14
002875.SZ,168146.5281,15.08
002877.SZ,180946.0767,9.55
002878.SZ,331824.5572,18.7
002879.SZ,190107.6277,15.59
002880.SZ,696956.4,33.8
002881.SZ,442056.5053,30.14
002882.SZ,356884.4625,15.92
002883.SZ,152057.8988,13.53
002884.SZ,425969.6789,17.18
002885.SZ,467342.5717,34.71
002886.SZ,289081.5519,18.51
002887.SZ,151747.6221,10.09
002888.SZ,108953.1008,15.94
002889.SZ,213344.4783,26.13
002890.SZ,153002.5489,19.46
002891.SZ,628200.2123,23.5
002892.SZ,242396.5261,13.89
002893.SZ,187599.0751,10.24
002895.SZ,1108552.7054,24.57
002896.SZ,324867.0915,23.64
002897.SZ,566747.3702,39.46
002898.SZ,106741.2095,11.63
002899.SZ,158640.0,14.54
002900.SZ,213618.4592,14.22
002901.SZ,1150954.2188,36.11
002902.SZ,214815.9847,15.81
002905.SZ,339306.24,10.68
002906.SZ,1375445.1638,31.85
002907.SZ,462404.7167,16.83
002908.SZ,495791.7303,25.5
002909.SZ,266459.5155,8.11
002910.SZ,197063.3664,12.67
002911.SZ,1131961.0159,13.07
002912.SZ,725456.8332,49.19
002915.SZ,480789.711,19.48
002917.SZ,265272.304,11.37
002918.SZ,357942.1844,17.94
002919.SZ,583720.6349,37.94
002921.SZ,144167.2881,14.89
002922.SZ,402845.2774,15.82
002923.SZ,344184.1528,20.59
002925.SZ,1262719.9985,18.88
002926.SZ,2281125.0,9.56
002927.SZ,304508.4145,15.21
002928.SZ,1048028.8663,11.37
002929.SZ,628594.4221,42.96
002930.SZ,990778.4408,25.4
002931.SZ,183566.8627,11.18
002932.SZ,456301.5107,48.6
002933.SZ,324282.6644,31.46
002937.SZ,617328.7485,23.45
002940.SZ,354451.1372,30.51
002942.SZ,246496.3556,19.75
002943.SZ,260670.662,32.02
002946.SZ,1388933.8341,18.07
002948.SZ,1061262.1582,3.87
002949.SZ,269339.6449,19.87
002950.SZ,410892.9656,12.51
002951.SZ,375840.0,10.21
002952.SZ,200654.2572,16.9
002953.SZ,230788.2025,12.88
002955.SZ,457307.2601,27.08
002956.SZ,369334.784,18.3
002957.SZ,619829.9288,16.6
002959.SZ,1265306.2737,89.3
002960.SZ,1054970.1888,26.4
002961.SZ,673774.3466,16.65
002962.SZ,223711.7121,12.03
002963.SZ,172560.6493,15.43
002967.SZ,1060087.8208,22.64
002968.SZ,389556.8588,20.63
002969.SZ,207171.8408,4.31
002970.SZ,300426.7725,30.67
002972.SZ,152370.1937,19.07
002973.SZ,246836.8922,13.27
002975.SZ,229280.5252,35.87
002976.SZ,289320.0,26.52
002977.SZ,198329.144,40.05
002979.SZ,397701.1938,20.49
002981.SZ,228288.0,26.16
002982.SZ,239964.7115,40.06
002983.SZ,237928.1439,24.83
002984.SZ,798364.7342,30.09
002985.SZ,871491.2145,45.65
002986.SZ,395088.3083,29.12
002987.SZ,1044439.6147,37.57
002989.SZ,145491.8955,17.05
002990.SZ,229705.2275,39.02
002993.SZ,289569.126,31.42
002995.SZ,144911.5151,27.6
002996.SZ,149873.6943,13.11
002997.SZ,290441.1968,27.91
002998.SZ,102303.6722,7.4
002999.SZ,168337.2922,8.5
003000.SZ,324932.3767,15.82
003001.SZ,78490.1442,17.5
003002.SZ,135841.131,19.09
003003.SZ,90611.1736,10.89
003005.SZ,175182.2873,37.75
003006.SZ,388112.04,19.8
003007.SZ,93065.2411,26.59
003008.SZ,92927.4804,29.43
003009.SZ,215006.8415,53.74
003010.SZ,133545.0415,20.49
003011.SZ,143009.8645,28.46
003012.SZ,531445.6211,9.1
003013.SZ,114031.861,20.83
003015.SZ,162967.7723,9.3
003016.SZ,159459.3302,11.9
003017.SZ,130573.0272,33.88
003018.SZ,71342.898,10.34
003019.SZ,213068.8701,22.97
003020.SZ,243166.3197,52.58
003022.SZ,801703.344,28.75
003023.SZ,100659.1686,21.54
003025.SZ,156587.6718,22.21
003026.SZ,217772.1847,43.02
003027.SZ,141555.8614,23.34
003028.SZ,108803.9044,42.71
003029.SZ,362179.7725,35.11
003030.SZ,123589.9169,27.01
003032.SZ,261130.6815,16.5
003033.SZ,73921.622,33.76
003035.SZ,1047078.7872,7.04
003036.SZ,70655.9875,13.71
003037.SZ,111956.5471,13.53
003038.SZ,226547.6747,36.58
003039.SZ,203013.5356,18.23
003040.SZ,416886.4854,21.18
003041.SZ,70138.497,20.21
003042.SZ,141331.8709,22.83
003043.SZ,153066.2259,58.87
300004.SZ,259311.6672,6.52
300005.SZ,726403.1969,9.86
300006.SZ,298060.0677,4.4
300007.SZ,416526.0405,17.72
300008.SZ,656907.0626,5.51
300009.SZ,1181519.1769,12.23
300010.SZ,199795.8779,2.94
300011.SZ,357565.4887,8.57
300013.SZ,173498.7127,4.67
300016.SZ,325154.922,7.94
300018.SZ,241326.4685,7.46
300019.SZ,557323.5332,19.96
300020.SZ,612197.0638,11.71
300021.SZ,363814.1847,6.23
300022.SZ,146377.1505,5.62
300025.SZ,416960.2368,11.68
300026.SZ,1554584.0542,6.9
300030.SZ,186276.5275,8.33
300032.SZ,482704.0329,7.21
300034.SZ,1667873.343,44.17
300035.SZ,797355.3872,15.06
300036.SZ,882693.2732,24.48
300039.SZ,671837.2845,8.8
300040.SZ,272853.2896,7.09
300041.SZ,652928.0886,18.68
300043.SZ,396667.5313,5.08
300044.SZ,254991.7991,4.57
300045.SZ,419842.5287,10.22
300046.SZ,403759.0503,20.48
300047.SZ,437850.6784,9.82
300049.SZ,629116.9475,32.72
300050.SZ,207340.1211,4.88
300051.SZ,387567.5509,12.72
300052.SZ,542542.0554,24.92
300055.SZ,513164.4754,9.86
300056.SZ,240863.3238,7.5
300061.SZ,403079.3998,8.53
300063.SZ,316074.642,6.12
300067.SZ,228943.4899,3.55
300069.SZ,157716.0,16.18
300071.SZ,379842.073,5.12
300074.SZ,213281.5221,4.82
300076.SZ,208184.0,5.89
300077.SZ,838185.145,18.12
300078.SZ,414812.6031,5.95
300079.SZ,861536.1755,8.16
300080.SZ,643889.8632,6.32
300081.SZ,387666.7613,9.46
300082.SZ,541651.3093,9.59
300084.SZ,198510.813,7.22
300085.SZ,751107.1075,17.1
300086.SZ,261397.8666,7.2
300087.SZ,976536.5241,13.08
300088.SZ,1507140.2859,7.4
300091.SZ,325633.3346,3.65
300092.SZ,260025.1607,18.62
300093.SZ,664507.5314,37.03
300094.SZ,444865.3378,6.06
300095.SZ,296007.2671,10.66
300096.SZ,247750.6397,7.9
300097.SZ,148780.4403,6.61
300098.SZ,535393.3073,4.22
300099.SZ,330657.1039,7.79
300100.SZ,280410.0411,8.82
300101.SZ,1233344.0004,26.32
300102.SZ,556849.6793,7.42
300103.SZ,159294.7441,7.79
300105.SZ,348985.197,8.16
300106.SZ,169277.1803,9.61
300107.SZ,163684.735,5.82
300110.SZ,493412.6787,5.02
300111.SZ,361695.4,3.88
300112.SZ,199955.9969,10.99
300117.SZ,235814.04,3.95
300119.SZ,647750.125,24.06
300120.SZ,285960.5586,8.5
300121.SZ,364868.4235,11.22
300123.SZ,700211.9755,8.51
300125.SZ,410573.4846,18.7
300126.SZ,121341.6167,6.91
300127.SZ,383282.2829,20.14
300128.SZ,383674.7522,4.21
300131.SZ,533702.5906,6.23
300132.SZ,288326.0962,7.03
300133.SZ,1305874.1448,9.62
300134.SZ,626215.4273,10.55
300135.SZ,179571.6339,3.04
300136.SZ,1520503.2555,22.13
300137.SZ,275944.6978,7.04
300138.SZ,775230.5029,21.78
300139.SZ,225006.6112,11.56
300141.SZ,180396.7932,11.02
300143.SZ,642452.3724,14.12
300145.SZ,537781.6011,3.41
300147.SZ,356300.5248,6.5
300149.SZ,416090.3495,10.01
300150.SZ,234718.6753,5.47
300151.SZ,552644.7574,20.38
300153.SZ,265324.2376,10.03
300154.SZ,225835.9142,8.48
300155.SZ,155550.0306,5.65
300157.SZ,235179.6143,4.04
300158.SZ,601122.1928,7.04
300160.SZ,407657.6236,8.05
300161.SZ,642383.888,45.72
300162.SZ,169955.6895,7.72
300163.SZ,151086.2793,3.83
300164.SZ,212437.1687,5.26
300169.SZ,121901.2559,4.85
300170.SZ,960078.8402,12.42
300171.SZ,1019407.2479,28.16
300172.SZ,225634.8749,5.54
300173.SZ,298175.8892,5.05
300174.SZ,564924.6373,18.71
300175.SZ,158659.6,4.04
300176.SZ,233143.0416,7.22
300177.SZ,395884.9114,7.84
300179.SZ,349347.2199,11.15
300181.SZ,602133.9327,14.22
300183.SZ,509885.3862,18.24
300187.SZ,376305.9731,7.01
300189.SZ,322621.6656,4.02
300190.SZ,320555.8989,4.96
300191.SZ,389523.9,21.24
300192.SZ,330464.7016,18.4
300193.SZ,309912.4118,8.6
300195.SZ,181181.5741,6.94
300196.SZ,344906.3506,16.8
300199.SZ,666699.8468,12.01
300200.SZ,341081.2215,9.71
300204.SZ,490034.1607,12.53
300205.SZ,595535.7228,16.78
300206.SZ,523253.3059,18.44
300208.SZ,606940.3378,10.6
300210.SZ,146057.6812,3.62
300211.SZ,242512.4347,9.77
300213.SZ,412488.0516,8.99
300214.SZ,249402.4506,7.42
300215.SZ,349173.996,5.99
300218.SZ,190539.5031,10.57
300219.SZ,497480.8193,8.45
300221.SZ,227076.7,6.1
300224.SZ,1001923.8109,14.76
300225.SZ,325160.4314,8.23
300226.SZ,1095434.3585,50.96
300227.SZ,290084.9994,8.54
300228.SZ,307278.9798,6.79
300230.SZ,225914.9903,4.28
300231.SZ,303728.5716,10.61
300232.SZ,804616.9526,11.03
300234.SZ,186715.8423,6.58
300236.SZ,1065230.0112,45.91
300237.SZ,284814.0514,2.38
300238.SZ,330091.9321,14.94
300239.SZ,325414.2345,7.6
300240.SZ,223677.743,7.4
300241.SZ,268661.2992,5.68
300242.SZ,248411.1366,4.75
300243.SZ,159216.9767,10.12
300244.SZ,1299257.8106,31.0
300245.SZ,282615.4347,10.91
300246.SZ,220120.7915,19.06
300247.SZ,281949.6349,4.21
300248.SZ,397082.0167,11.77
300249.SZ,361421.9084,11.77
300250.SZ,242071.5961,18.24
300254.SZ,135786.4485,7.27
300255.SZ,470816.6111,6.06
300257.SZ,1477965.0782,18.59
300258.SZ,444221.3054,11.5
300259.SZ,304300.6065,4.5
300260.SZ,986683.8894,77.38
300261.SZ,920211.9482,11.78
300262.SZ,181051.9412,3.25
300264.SZ,226377.5699,7.62
300265.SZ,350058.865,11.52
300267.SZ,475846.3166,4.02
300269.SZ,189766.7267,4.33
300270.SZ,160202.8247,8.6
300271.SZ,734474.2685,10.99
300272.SZ,214599.444,6.26
300275.SZ,318653.8524,26.03
300276.SZ,337453.7329,4.12
300277.SZ,253167.1436,9.08
300278.SZ,497417.9187,4.62
300279.SZ,220083.2396,6.12
300281.SZ,197868.3042,5.98
300283.SZ,163478.6584,6.32
300284.SZ,593909.054,8.18
300285.SZ,2313250.2317,34.56
300286.SZ,590983.8716,40.61
300287.SZ,481597.0943,4.5
300289.SZ,235220.4626,6.76
300290.SZ,303986.1278,5.71
300293.SZ,287904.9868,12.32
300294.SZ,1570441.381,44.24
300295.SZ,208430.4883,14.93
300296.SZ,1326900.3433,7.72
300298.SZ,1219871.1705,32.15
300299.SZ,467850.1781,8.68
300300.SZ,305437.7281,5.46
300302.SZ,377780.5016,12.36
300303.SZ,681894.3005,6.53
300304.SZ,404201.5566,5.71
300305.SZ,247949.5949,12.79
300306.SZ,189381.43,15.0
300307.SZ,419840.104,6.53
300310.SZ,302977.3878,5.26
300311.SZ,345016.6377,7.7
300314.SZ,370945.7554,23.51
300317.SZ,463319.4149,6.73
300318.SZ,448553.5148,6.76
300319.SZ,679400.1447,9.91
300320.SZ,402324.7459,9.74
300321.SZ,133298.6776,18.74
300322.SZ,336252.6186,9.12
300323.SZ,605080.0461,7.87
300324.SZ,538052.0572,3.78
300326.SZ,497394.9793,8.33
300327.SZ,1054279.5706,37.39
300328.SZ,421052.9636,7.42
300329.SZ,172211.9144,8.2
300331.SZ,457207.8079,27.3
300332.SZ,981268.9838,13.96
300333.SZ,216325.1234,7.78
300334.SZ,220481.7255,8.76
300335.SZ,198181.2922,5.98
300337.SZ,479964.0945,8.11
300339.SZ,1785165.942,27.77
300340.SZ,229502.9622,14.72
300341.SZ,612995.6678,14.34
300342.SZ,406674.7698,11.72
300344.SZ,342617.3056,6.43
300345.SZ,404667.9579,11.0
300346.SZ,1721289.5551,40.24
300348.SZ,690925.3056,13.54
300349.SZ,459800.854,14.47
300350.SZ,207001.3879,5.32
300353.SZ,463506.7504,12.67
300354.SZ,319717.5854,48.01
300357.SZ,2056106.7075,52.54
300358.SZ,790906.4083,18.36
300363.SZ,1637981.6343,39.32
300365.SZ,309862.9937,8.56
300366.SZ,578437.8656,14.0
300368.SZ,345591.1716,7.99
300369.SZ,867529.0029,14.17
300371.SZ,166612.4238,18.14
300373.SZ,2247988.1216,49.92
300374.SZ,383611.2175,24.32
300375.SZ,183863.2159,4.37
300377.SZ,560109.1499,10.06
300378.SZ,529003.6502,23.88
300379.SZ,1137119.5238,31.52
300380.SZ,221396.1226,21.32
300381.SZ,404658.4608,10.19
300382.SZ,806298.4794,15.44
300383.SZ,2114822.7199,14.15
300384.SZ,383699.3636,20.93
300385.SZ,177552.7027,7.42
300387.SZ,194692.8069,8.1
300388.SZ,514039.6956,8.84
300389.SZ,301002.4193,21.52
300390.SZ,1809522.4243,40.28
300391.SZ,250969.8121,8.7
300394.SZ,1842003.4005,61.67
300395.SZ,2117921.2703,53.26
300396.SZ,900974.2825,42.53
300397.SZ,411816.947,12.34
300398.SZ,913433.8801,20.86
300399.SZ,291593.4417,17.98
300400.SZ,362929.6599,18.07
300401.SZ,655006.0581,14.5
300402.SZ,395314.0,23.48
300403.SZ,275300.8893,8.42
300404.SZ,253587.0298,11.28
300405.SZ,113790.0967,6.24
300406.SZ,736947.2224,26.18
300407.SZ,203776.3126,11.24
300409.SZ,617666.8056,15.5
300410.SZ,284394.173,9.29
300411.SZ,174031.141,7.73
300412.SZ,238116.3856,6.05
300414.SZ,267373.1432,10.31
300415.SZ,782682.5201,22.27
300416.SZ,1032235.6619,31.87
300417.SZ,84924.1364,11.87
300419.SZ,239775.458,7.82
300420.SZ,306727.6243,3.61
300421.SZ,217748.8539,13.78
300422.SZ,251929.9991,7.62
300423.SZ,345478.6228,13.12
300424.SZ,317920.6901,15.95
300425.SZ,339169.1244,6.05
300428.SZ,1196186.6434,28.0
300429.SZ,305832.2982,9.77
300430.SZ,403383.8602,18.85
300432.SZ,1206294.8038,12.18
300434.SZ,499874.2624,18.07
300435.SZ,494589.9829,17.42
300436.SZ,388174.0027,34.96
300437.SZ,244489.5709,16.5
300439.SZ,327553.8139,14.17
300440.SZ,303681.5398,8.22
300441.SZ,349942.584,6.64
300442.SZ,369271.4125,67.26
300443.SZ,735174.6159,47.84
300445.SZ,183403.055,15.92
300446.SZ,233790.8142,14.18
300447.SZ,318618.1171,19.14
300448.SZ,283202.7026,7.12
300449.SZ,202799.0169,8.22
300451.SZ,1262326.598,11.16
300452.SZ,316926.6242,20.4
300453.SZ,259776.0023,8.69
300455.SZ,661853.3552,11.21
300457.SZ,1001655.1729,21.72
300458.SZ,1278522.8129,30.23
300460.SZ,248792.5664,10.63
300461.SZ,165336.1263,24.88
300462.SZ,152968.592,13.44
300463.SZ,801475.9489,19.42
300464.SZ,190290.9688,7.31
300465.SZ,499926.9656,13.43
300466.SZ,251571.7679,7.19
300467.SZ,307792.1041,22.72
300468.SZ,662941.2671,15.04
300470.SZ,835646.7679,50.56
300471.SZ,439424.722,15.64
300472.SZ,249346.8523,11.9
300473.SZ,239884.0209,19.25
300477.SZ,422014.4119,5.46
300478.SZ,117584.8482,11.38
300480.SZ,481156.4861,23.53
300481.SZ,610841.5213,25.01
300482.SZ,954760.3047,34.46
300483.SZ,312495.7253,14.34
300484.SZ,206622.8514,15.48
300485.SZ,285118.6895,12.66
300486.SZ,318115.1266,9.88
300487.SZ,1818333.9766,108.48
300488.SZ,282688.6164,24.82
300489.SZ,229143.33,20.3
300490.SZ,470138.7707,17.46
300492.SZ,697936.783,59.62
300493.SZ,401391.3113,9.66
300500.SZ,322388.198,23.54
300501.SZ,189723.3111,18.23
300503.SZ,186537.2081,10.28
300504.SZ,362602.3628,20.35
300505.SZ,289661.7368,21.07
300506.SZ,362588.7822,7.67
300507.SZ,275126.7434,6.94
300508.SZ,167672.55,35.53
300509.SZ,163337.3125,8.0
300511.SZ,308199.5345,9.06
300512.SZ,256596.7701,9.43
300513.SZ,365328.6398,16.22
300514.SZ,182634.512,14.23
300515.SZ,247188.7233,16.44
300516.SZ,674460.0,44.96
300517.SZ,153133.4817,14.82
300518.SZ,435383.8982,38.27
300519.SZ,182674.1,19.21
300521.SZ,187486.7696,15.62
300523.SZ,535996.3562,27.74
300525.SZ,949169.2737,23.02
300527.SZ,869802.1893,10.84
300528.SZ,410986.6836,13.24
300529.SZ,1484012.2937,34.58
300530.SZ,250414.4253,25.46
300531.SZ,420805.2815,16.01
300532.SZ,388539.2545,22.07
300534.SZ,309623.7806,12.35
300535.SZ,116778.0592,15.95
300537.SZ,191263.6845,16.75
300538.SZ,172362.3271,18.52
300539.SZ,207871.1466,14.62
300540.SZ,225152.5288,24.88
300541.SZ,329806.2974,15.53
300542.SZ,308414.244,15.29
300543.SZ,178009.6062,10.1
300545.SZ,267951.7705,28.73
300546.SZ,229175.1119,28.15
300547.SZ,272014.8677,18.48
300548.SZ,573280.5735,31.67
300549.SZ,131067.9135,15.56
300550.SZ,443470.3368,20.4
300552.SZ,219035.0837,20.88
300553.SZ,234113.9175,68.18
300554.SZ,139167.7818,21.82
300557.SZ,201407.618,37.21
300560.SZ,264721.9069,18.6
300561.SZ,225217.7691,14.92
300562.SZ,140228.4552,10.96
300563.SZ,146618.9506,14.33
300564.SZ,140160.16,15.46
300565.SZ,306350.9782,19.52
300566.SZ,387067.112,20.35
300568.SZ,1991229.9594,20.8
300570.SZ,467132.9751,28.92
300571.SZ,383762.9965,39.84
300572.SZ,310635.6861,20.3
300575.SZ,377645.1697,20.18
300576.SZ,468225.9966,43.87
300577.SZ,207086.5485,18.55
300579.SZ,859722.2927,39.4
300580.SZ,460178.2506,29.6
300581.SZ,547197.202,20.29
300582.SZ,276595.4939,15.1
300583.SZ,263264.183,30.26
300584.SZ,135826.6811,28.09
300585.SZ,262346.4375,19.73
300586.SZ,558070.1499,12.55
300587.SZ,808058.0137,10.43
300588.SZ,156319.2775,12.98
300589.SZ,326062.7996,17.8
300590.SZ,376916.6048,13.38
300591.SZ,185418.8005,7.22
300592.SZ,410000.0639,31.1
300593.SZ,938389.1654,32.92
300594.SZ,200017.0843,26.52
300595.SZ,2064209.6699,37.07
300596.SZ,813674.9677,46.73
300597.SZ,188832.6766,10.33
300598.SZ,679521.5715,50.94
300599.SZ,159938.9587,9.26
300600.SZ,287260.4964,14.09
300602.SZ,448024.9175,17.0
300603.SZ,294275.101,13.94
300604.SZ,1867547.2371,49.62
300605.SZ,160882.7283,17.14
300606.SZ,196368.9365,20.28
300607.SZ,342670.2051,14.41
300608.SZ,193990.4122,11.9
300609.SZ,240098.6369,28.34
300610.SZ,180690.9714,13.49
300611.SZ,123266.0528,10.07
300612.SZ,357839.9438,27.0
300614.SZ,217436.9308,29.32
300615.SZ,205607.4243,19.18
300617.SZ,365033.1164,42.01
300618.SZ,922249.461,40.6
300621.SZ,204245.9141,12.52
300622.SZ,275592.3688,28.92
300623.SZ,1232070.5242,23.04
300625.SZ,219378.197,16.56
300626.SZ,149465.1645,10.12
300627.SZ,1158230.7489,32.89
300629.SZ,347139.1575,28.51
300630.SZ,645407.8713,24.05
300631.SZ,380648.1661,37.86
300635.SZ,144317.7524,14.93
300636.SZ,367581.0095,15.23
300637.SZ,162771.8287,8.34
300638.SZ,989698.6158,29.16
300639.SZ,606840.6354,16.86
300640.SZ,125997.3454,6.85
300641.SZ,250677.5388,6.14
300642.SZ,286155.0753,24.94
300643.SZ,257645.6788,13.48
300644.SZ,130215.2876,18.38
300647.SZ,295420.8295,7.99
300648.SZ,304563.308,38.36
300649.SZ,197335.0267,22.54
300650.SZ,188030.4169,15.1
300651.SZ,161180.3479,25.44
300652.SZ,187036.2401,24.37
300653.SZ,769140.0,51.28
300654.SZ,619900.0601,23.29
300655.SZ,1173495.9777,25.4
300656.SZ,387915.9702,40.2
300659.SZ,356598.8321,27.82
300660.SZ,698535.805,31.99
300662.SZ,733698.8116,44.86
300663.SZ,562133.0892,16.87
300665.SZ,117019.8032,9.41
300666.SZ,1309060.3387,75.52
300667.SZ,258088.3612,19.52
300669.SZ,231823.3261,15.5
300670.SZ,153860.9399,8.7
300671.SZ,909957.17,50.32
300672.SZ,1641975.7552,113.05
300674.SZ,1314388.1554,22.43
300675.SZ,238040.0541,19.48
300676.SZ,2457324.1745,71.76
300680.SZ,339614.1485,23.56
300681.SZ,331137.5521,34.5
300683.SZ,381354.3674,40.46
300684.SZ,401044.8673,26.45
300685.SZ,1051119.6512,31.73
300686.SZ,181630.1416,10.98
300687.SZ,883108.6132,33.49
300689.SZ,183777.2533,22.39
300690.SZ,157198.2336,17.23
300691.SZ,281775.5223,17.09
300694.SZ,202203.1693,11.66
300695.SZ,317482.1071,53.71
300696.SZ,399876.0565,27.05
300697.SZ,167305.4622,13.33
300698.SZ,278405.3346,27.04
300700.SZ,253663.825,17.71
300701.SZ,221573.2674,11.04
300702.SZ,542999.2755,31.13
300703.SZ,155121.1357,11.12
300705.SZ,536092.3583,30.14
300706.SZ,264381.2816,28.54
300707.SZ,167096.3004,16.21
300708.SZ,359301.1719,11.39
300709.SZ,322770.9251,26.02
300710.SZ,158751.9975,28.81
300711.SZ,287266.73,16.69
300712.SZ,655669.593,42.6
300715.SZ,402189.8105,17.3
300716.SZ,237949.74,17.84
300717.SZ,154002.3408,18.14
300718.SZ,313435.3217,20.3
300719.SZ,216651.5214,14.35
300720.SZ,187999.3209,13.09
300721.SZ,211533.2657,18.49
300722.SZ,540443.904,33.74
300723.SZ,596055.5271,54.11
300725.SZ,897012.2516,63.9
300726.SZ,849590.1042,47.74
300727.SZ,309921.1323,32.84
300729.SZ,405177.7402,23.2
300730.SZ,253948.2097,15.61
300731.SZ,198849.8868,19.86
300732.SZ,362444.4679,13.49
300733.SZ,273918.7599,26.7
300735.SZ,754204.9371,12.02
300736.SZ,142981.5701,13.38
300737.SZ,928846.4652,12.46
