id,circ_mv,up_limit
300004.SZ,157986.4043,14.59
300006.SZ,907191.5301,7.59
300007.SZ,234545.3258,7.84
300008.SZ,727912.6032,2.92
300010.SZ,156733.5056,3.26
300011.SZ,429604.0431,9.27
300012.SZ,962006.3057,5.49
300014.SZ,240109.8542,11.3
300017.SZ,172095.4601,6.81
300019.SZ,254308.2247,6.84
